Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
SW37,1,9,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW38,1,1,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW39,1,SIN COS,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW4,1,7,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW40,1,PI,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW41,1,EQUALS,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW42,1,8,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW43,1,0,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW44,1,FED/MUNI,L101021MS02Q,,,,tht,Single Pole Single Throw (SPST) switch
SW45,1,RUN/LOAD,L101021MS02Q,,,,tht,Single Pole Single Throw (SPST) switch
SW46,1,PROG 1/2,L101021MS02Q,,,,tht,Single Pole Single Throw (SPST) switch
SW47,1,RUN/STEP/LOAD,L101021MS02Q,,,,tht,"Switch, single pole double throw"
SW48,1,GRAD/DEG,L101021MS02Q,,,,tht,Single Pole Single Throw (SPST) switch
SW5,1,Ln LOG,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW6,1,(,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW7,1,D.MS → DEC,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW8,1,6,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
SW9,1,SET DP,SW_Cherry_MX_PCB_1.00u,,,,tht,"Push button switch, normally open, two pins, 45° tilted"
